RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TRIP_DAYS,TOTAL_EXP_MID_MANWON,TRAVEL_STYLE_GROUP,TRAVEL_MONTH,IS_PEAK_SEASON
107336,20251215,강원도,20251020,2박 3일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,30~40만원 미만,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1~3만원 미만,3.0,35,단체 동반,10,False
108552,20251020,대구시,20250906,1박 2일,4명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,2.0,25,단체 동반,9,False
111544,20250818,경기도,20250719,1박 2일,3명,친구,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,10~20만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,2.0,15,소규모 동반,7,True
112458,20251013,제주도,20250930,6박 7일 이상,4명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,40만원 이상,10만원 이상,10만원 이상,10만원 이상,3~5만원 미만,10만원 이상,1만원 미만,7.0,45,단체 동반,9,False
121209,20251027,전라북도,20251026,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,소규모 동반,10,False
122832,20250428,제주도,20250301,1박 2일,4명,배우자,휴식,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,30~40만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,2.0,35,단체 동반,3,False
127577,20250825,서울시,20250815,1박 2일,5명 이상,친구,친지/친구/친척 만나기,M,30대,기타,신혼기(자녀 없음),사무/기술직,20~30만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,25,단체 동반,8,True
128136,20250324,충청남도,20250301,2박 3일,5명 이상,부모/형제/자녀 등 가족,휴식,M,50대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,20~30만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,3.0,25,단체 동반,3,False
133200,20250421,경기도,20250104,2박 3일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,10~20만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,3.0,15,소규모 동반,1,False
133200,20250825,경상남도,20250707,1박 2일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,10~20만원 미만,1만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,7,True
136084,20250728,전라남도,20250610,3박 4일,4명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,40만원 이상,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,5~7만원 미만,7~10만원 미만,4.0,45,단체 동반,6,True
145320,20250609,전라남도,20250409,3박 4일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,40만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,4.0,45,소규모 동반,4,False
145430,20251013,경상북도,20250702,2박 3일,3명,직장동료,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),자영업,20~30만원 미만,10만원 이상,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,7,True
148550,20251229,경기도,20251212,1박 2일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,10~20만원 미만,1만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,12,False
149141,20250519,강원도,20250221,6박 7일 이상,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,신혼기(자녀 없음),사무/기술직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,7.0,45,소규모 동반,2,False
149141,20250825,강원도,20250712,1박 2일,2명,배우자,휴식,F,60대 이상,기혼,신혼기(자녀 없음),사무/기술직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,7,True
149141,20251222,강원도,20250927,1박 2일,2명,배우자,휴식,F,60대 이상,기혼,신혼기(자녀 없음),사무/기술직,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,소규모 동반,9,False
149451,20250825,강원도,20250710,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,3.0,25,소규모 동반,7,True
151405,20250602,경상남도,20250525,1박 2일,2명,연인,자연 풍경 감상 (산/ 바다 등),F,50대,미혼,미혼,자영업,30~40만원 미만,7~10만원 미만,1~3만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,1~3만원 미만,2.0,35,소규모 동반,5,True
151677,20251117,경기도,20251028,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,30~40만원 미만,7~10만원 미만,7~10만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1만원 미만,2.0,35,소규모 동반,10,False
151887,20250519,경상남도,20250428,6박 7일 이상,3명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,30대,미혼,미혼,기타/무직,10~20만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,7.0,15,소규모 동반,4,False
151968,20250922,전라남도,20250805,2박 3일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,3.0,45,소규모 동반,8,True
152059,20250825,강원도,20250522,6박 7일 이상,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,7.0,45,소규모 동반,5,True
152815,20250519,경상북도,20250405,1박 2일,4명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,2.0,15,단체 동반,4,False
153718,20250728,인천시,20250614,1박 2일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,6,True
153748,20250526,전라남도,20250429,3박 4일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,4.0,25,소규모 동반,4,False
154294,20250825,제주도,20250501,2박 3일,2명,부모/형제/자녀 등 가족,휴식,F,60대 이상,기타,자녀 성인(막내 대학),판매/서비스직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,10만원 이상,3.0,45,소규모 동반,5,True
154591,20250623,강원도,20250504,1박 2일,2명,연인,자연 풍경 감상 (산/ 바다 등),M,30대,미혼,미혼,사무/기술직,20~30만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,5,True
154591,20251027,서울시,20251016,1박 2일,2명,연인,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,사무/기술직,20~30만원 미만,7~10만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,25,소규모 동반,10,False
155350,20250526,제주도,20250312,3박 4일,2명,부모/형제/자녀 등 가족,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,40만원 이상,7~10만원 미만,10만원 이상,10만원 이상,7~10만원 미만,1~3만원 미만,10만원 이상,4.0,45,소규모 동반,3,False
155350,20250818,경기도,20250606,3박 4일,혼자서,혼자서,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,10~20만원 미만,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,10만원 이상,4.0,15,홀로여행,6,True
155829,20250721,서울시,20250425,2박 3일,2명,배우자,친지/친구/친척 만나기,M,30대,기혼,신혼기(자녀 없음),자영업,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,소규모 동반,4,False
156439,20251117,충청북도,20250908,6박 7일 이상,혼자서,혼자서,문화-예술 즐기기 (미술관/ 공연 등),M,30대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,7.0,45,홀로여행,9,False
159160,20250714,충청남도,20250424,1박 2일,3명,친구,휴식,F,60대 이상,기타,자녀 독립(막내 결혼),판매/서비스직,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,2.0,25,소규모 동반,4,False
161328,20250428,서울시,20250101,모름,2명,배우자,도시 경관 감상 (건축물/ 거리 등),M,60대 이상,기혼,자녀 독립(막내 결혼),경영/관리/전문직,20~30만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,,25,소규모 동반,1,False
161621,20250526,서울시,20250405,1박 2일,2명,연인,쇼핑,M,30대,미혼,미혼,기능/숙련/일반작업직,30~40만원 미만,5~7만원 미만,3~5만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,2.0,35,소규모 동반,4,False
162194,20250512,경상북도,20250226,1박 2일,4명,친구,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,10~20만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,2,False
164476,20251020,경상남도,20250926,1박 2일,3명,연인,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,2.0,15,소규모 동반,9,False
165173,20250421,경기도,20250419,1박 2일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,4,False
166337,20250609,인천시,20250524,1박 2일,2명,친구,놀이/테마공원-온천 등 즐기기,F,50대,기혼,자녀 성인(막내 대학),경영/관리/전문직,10~20만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,5,True
166977,20250929,경상북도,20250921,1박 2일,2명,직장동료,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,10~20만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,9,False
167572,20250714,제주도,20250403,6박 7일 이상,2명,배우자,휴식,F,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,20~30만원 미만,1만원 미만,5~7만원 미만,10만원 이상,1만원 미만,3~5만원 미만,1만원 미만,7.0,25,소규모 동반,4,False
172192,20250908,서울시,20250802,1박 2일,3명,친구,축제-행사 참여,M,20대,미혼,미혼,기능/숙련/일반작업직,20~30만원 미만,1만원 미만,5~7만원 미만,7~10만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,2.0,25,소규모 동반,8,True
176655,20251020,경상북도,20250903,2박 3일,혼자서,혼자서,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,10만원 이상,1~3만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,3.0,25,홀로여행,9,False
176714,20251013,충청남도,20251007,2박 3일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,20~30만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,3.0,25,단체 동반,10,False
177611,20250825,제주도,20250814,1박 2일,4명,배우자,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,신혼기(자녀 없음),사무/기술직,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,25,단체 동반,8,True
178870,20250526,충청북도,20250517,1박 2일,3명,부모/형제/자녀 등 가족,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,5,True
178921,20250505,강원도,20250208,3박 4일,5명 이상,배우자,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,40만원 이상,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,4.0,45,단체 동반,2,False
179124,20250421,경기도,20250408,4박 5일,혼자서,혼자서,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,30~40만원 미만,7~10만원 미만,10만원 이상,5~7만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,5.0,35,홀로여행,4,False
181340,20250825,충청남도,20250717,1박 2일,2명,배우자,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,7,True
183519,20250428,전라남도,20250328,3박 4일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,4.0,45,소규모 동반,3,False
185896,20250929,강원도,20250911,1박 2일,5명 이상,미상,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,20~30만원 미만,3~5만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,25,단체 동반,9,False
186747,20250526,충청남도,20250427,1박 2일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,5,소규모 동반,4,False
186769,20250825,경상남도,20250809,1박 2일,혼자서,혼자서,친지/친구/친척 만나기,F,60대 이상,기타,자녀 성인(막내 대학),기타/무직,10~20만원 미만,1만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,5~7만원 미만,2.0,15,홀로여행,8,True
188239,20250421,제주도,20250406,3박 4일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,4.0,35,소규모 동반,4,False
188577,20251020,경상북도,20251003,2박 3일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1~3만원 미만,3~5만원 미만,1만원 미만,3.0,45,단체 동반,10,False
188766,20251027,경상북도,20250922,3박 4일,4명,배우자,역사-유적 감상 (유적지/ 박물관 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,3~5만원 미만,1~3만원 미만,5~7만원 미만,4.0,45,단체 동반,9,False
190016,20251013,강원도,20251002,5박 6일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,경영/관리/전문직,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,6.0,25,홀로여행,10,False
198035,20250609,충청북도,20250419,2박 3일,3명,배우자,놀이/테마공원-온천 등 즐기기,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,25,소규모 동반,4,False
199083,20250519,강원도,20250301,1박 2일,5명 이상,친구,휴식,M,30대,기혼,신혼기(자녀 없음),사무/기술직,10~20만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,3,False
199806,20251027,강원도,20251012,2박 3일,4명,친구,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,3.0,35,단체 동반,10,False
200947,20250127,강원도,20250110,1박 2일,4명,배우자,놀이/테마공원-온천 등 즐기기,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,1,False
200996,20250721,경상남도,20250712,2박 3일,3명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,10~20만원 미만,3~5만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,3~5만원 미만,1만원 미만,3.0,15,소규모 동반,7,True
201053,20251013,강원도,20250808,5박 6일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,6.0,15,단체 동반,8,True
201565,20250526,경상북도,20250426,1박 2일,3명,배우자,휴식,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,2.0,35,소규모 동반,4,False
203160,20250915,충청북도,20250607,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,3~5만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,1만원 미만,2.0,25,소규모 동반,6,True
205030,20250505,경상남도,20250415,5박 6일,2명,친구,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,6.0,45,소규모 동반,4,False
205112,20250317,울산시,20250207,3박 4일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성장(막내 중고생),전업주부,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,4.0,35,소규모 동반,2,False
205608,20250818,대구시,20250730,1박 2일,2명,연인,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,40만원 이상,5~7만원 미만,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,2.0,45,소규모 동반,7,True
207006,20250721,대전시,20250410,2박 3일,혼자서,혼자서,친지/친구/친척 만나기,F,60대 이상,미혼,미혼,기타/무직,10~20만원 미만,1만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,홀로여행,4,False
207006,20251013,대전시,20250722,1박 2일,혼자서,혼자서,친지/친구/친척 만나기,F,60대 이상,미혼,미혼,기타/무직,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,홀로여행,7,True
