RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_TOT_CT_VALUE_NUM,TOUR_LDGMNT_CT_VALUE_NUM,TOUR_FOOD_CT_VALUE_NUM,TOUR_TRNSPORT_CT_VALUE_NUM,TOUR_SHOPNG_CT_VALUE_NUM,TOUR_ACTVTY_CT_VALUE_NUM,TOUR_ETC_CT_VALUE_NUM,TOUR_PD_VALUE_NUM,TOUR_COM_NMPR_NM_NUM,TRAVEL_MONTH,IS_PEAK_SEASON,TOTAL_EXP_ESTIMATED,TRAVEL_STYLE_GROUP
53337494,20250414,대구시,모름,20250110,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,사무/기술직,500~700만원 미만,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,5.0,2.0,4.0,2.0,2.0,0.5,0.5,3.0,2.0,1,False,11.0,소규모동반
53337497,20250120,인천시,모름,20250117,1박 2일,모름,친구,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름,40만원 이상,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,7~10만원 미만,45.0,11.5,11.5,4.0,0.5,0.5,8.5,2.0,,1,False,36.5,
53337497,20250526,강원도,횡성군,20250430,1박 2일,5명 이상,배우자,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름,30~40만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,1~3만원 미만,10만원 이상,3~5만원 미만,35.0,4.0,11.5,2.0,2.0,11.5,4.0,2.0,5.0,4,False,35.0,단체동반
53337504,20250310,강원도,강릉시,20250209,1박 2일,5명 이상,직장동료,도시 경관 감상 (건축물/ 거리 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,모름,20~30만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,25.0,11.5,6.0,0.5,0.5,6.0,0.5,2.0,5.0,2,False,25.0,단체동반
53337504,20250623,강원도,동해시/속초시,20250321,2박 3일,5명 이상,직장동료,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,5.0,3,False,0.0,단체동반
53337504,20250929,제주도,구좌읍/서귀포시(시내동)/조천읍,20250711,2박 3일,4명,직장동료,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,4.0,7,True,0.0,단체동반
53337505,20250616,제주도,서귀포시(시내동)/조천읍,20250611,3박 4일,3명,배우자,휴식,M,50대,미혼,미혼,사무/기술직,500~700만원 미만,20~30만원 미만,10만원 이상,10만원 이상,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,25.0,11.5,11.5,2.0,2.0,0.5,0.5,4.0,3.0,6,True,28.0,소규모동반
53337508,20250714,전라북도,임실군,20250518,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,700만원 이상,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,15.0,6.0,4.0,2.0,2.0,0.5,0.5,2.0,2.0,5,True,15.0,소규모동반
53337508,20260105,경기도,안성시,20251216,1박 2일,2명,배우자,친지/친구/친척 만나기,M,50대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,700만원 이상,20~30만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,11.5,4.0,2.0,0.5,0.5,0.5,2.0,2.0,12,False,19.0,소규모동반
53337519,20250407,경기도,광명시,20250305,4박 5일,2명,연인,친지/친구/친척 만나기,F,30대,미혼,미혼,사무/기술직,300~500만원 미만,20~30만원 미만,10만원 이상,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,25.0,11.5,4.0,6.0,2.0,0.5,0.5,5.0,2.0,3,False,24.5,소규모동반
53337519,20251020,강원도,강릉시,20251003,3박 4일,5명 이상,부모/형제/자녀 등 가족,휴식,F,30대,미혼,미혼,사무/기술직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,4.0,5.0,10,False,0.0,단체동반
53337521,20250324,충청북도,단양군,20250228,2박 3일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,5.0,2.0,2.0,2.0,0.5,0.5,2.0,3.0,2.0,2,False,9.0,소규모동반
53337521,20250908,충청북도,단양군,20250718,1박 2일,2명,배우자,축제-행사 참여,M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상,10만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,5.0,2.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,7,True,9.5,소규모동반
53337521,20251208,충청북도,제천시,20251115,1박 2일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),경영/관리/전문직,700만원 이상,10~20만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,6.0,6.0,0.5,0.5,0.5,2.0,2.0,11,False,19.5,소규모동반
53337529,20250915,전라남도,여수시,20250906,1박 2일,5명 이상,해당없음,취미-운동 활동 (등산/ 낚시/ 골프 등),M,40대,미혼,미혼,기타/무직,모름,10~20만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,11.5,4.0,2.0,0.5,0.5,0.5,2.0,5.0,9,True,19.0,단체동반
53337529,20251215,대구시,모름,20251103,2박 3일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,40대,미혼,미혼,기타/무직,모름,20~30만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,25.0,0.5,6.0,6.0,11.5,0.5,0.5,3.0,2.0,11,False,25.0,소규모동반
53337532,20250630,서울시,모름,20250301,2박 3일,4명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,45.0,11.5,11.5,6.0,0.5,6.0,0.5,3.0,4.0,3,False,36.0,단체동반
53337532,20250922,서울시,모름,20250613,2박 3일,3명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 성장(막내 중고생),자영업,700만원 이상,40만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,45.0,11.5,11.5,0.5,11.5,11.5,0.5,3.0,3.0,6,True,47.0,소규모동반
53337532,20251215,대구시,모름,20251115,1박 2일,3명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,50대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,35.0,11.5,11.5,6.0,0.5,0.5,0.5,2.0,3.0,11,False,30.5,소규모동반
53337538,20250825,강원도,강릉시/삼척시,20250726,3박 4일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20~30만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,25.0,4.0,11.5,2.0,2.0,4.0,0.5,4.0,4.0,7,True,24.0,단체동반
53337570,20250609,서울시,모름,20250605,1박 2일,2명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),F,40대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,700만원 이상,10만원 미만,1만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,5.0,0.5,2.0,6.0,0.5,2.0,0.5,2.0,2.0,6,True,11.5,소규모동반
53337570,20250908,강원도,삼척시,20250815,1박 2일,4명,배우자,취미-운동 활동 (등산/ 낚시/ 골프 등),F,40대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,700만원 이상,10~20만원 미만,1~3만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,2.0,8.5,2.0,0.5,2.0,0.5,2.0,4.0,8,True,15.5,단체동반
53337575,20251006,충청북도,단양군,20251005,2박 3일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20~30만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,7~10만원 미만,1만원 미만,25.0,6.0,6.0,2.0,0.5,8.5,0.5,3.0,5.0,10,False,23.5,단체동반
53337576,20250901,경기도,평택시,20250602,1박 2일,3명,부모/형제/자녀 등 가족,휴식,M,40대,미혼,미혼,기능/숙련/일반작업직,500~700만원 미만,10~20만원 미만,1만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,8.5,4.0,0.5,0.5,0.5,2.0,3.0,6,True,14.5,소규모동반
53337595,20251222,충청북도,충주시(구 청원군 포함),20251120,2박 3일,5명 이상,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,5.0,11,False,0.0,단체동반
53337599,20250428,부산시,모름,20250115,2박 3일,혼자서,혼자서,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,20~30만원 미만,1만원 미만,7~10만원 미만,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,25.0,0.5,8.5,11.5,0.5,2.0,0.5,3.0,1.0,1,False,23.5,혼자여행
53337599,20250630,제주도,애월읍,20250613,1박 2일,혼자서,혼자서,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,1.0,6,True,0.0,혼자여행
53337599,20251201,서울시,모름,20250920,1박 2일,혼자서,혼자서,쇼핑,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,1.0,9,True,0.0,혼자여행
53337619,20250324,경기도,수원시,20250131,1박 2일,2명,배우자,쇼핑,F,30대,미혼,미혼,사무/기술직,모름,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,25.0,6.0,6.0,6.0,6.0,0.5,0.5,2.0,2.0,1,False,25.0,소규모동반
53337619,20250623,경기도,수원시,20250606,1박 2일,2명,배우자,쇼핑,F,30대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,6.0,2.0,4.0,2.0,0.5,2.0,2.0,6,True,18.5,소규모동반
53337622,20250908,대구시,모름,20250815,1박 2일,5명 이상,배우자,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300만원 미만,10~20만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,15.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,8,True,14.0,단체동반
53337622,20251208,부산시,모름,20250901,6박 7일 이상,5명 이상,배우자,축제-행사 참여,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,5.0,9,True,0.0,단체동반
53337631,20250616,강원도,고성군,20250501,1박 2일,4명,배우자,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,300만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,4.0,2.0,2.0,2.0,0.5,2.0,4.0,5,True,14.5,단체동반
53337631,20250908,강원도,강릉시/고성군/속초시,20250825,1박 2일,2명,배우자,휴식,M,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,300만원 미만,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,8,True,13.5,소규모동반
53337638,20251208,전라남도,여수시,20251129,1박 2일,2명,배우자,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,10~20만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,11.5,0.5,0.5,0.5,0.5,2.0,2.0,11,False,14.0,소규모동반
53337639,20250804,전라북도,전주시,20250708,1박 2일,3명,부모/형제/자녀 등 가족,쇼핑,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,300~500만원 미만,10~20만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,15.0,0.5,4.0,2.0,4.0,2.0,0.5,2.0,3.0,7,True,13.0,소규모동반
53337649,20250526,부산시,모름,20250503,2박 3일,2명,친구,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,사무/기술직,300만원 미만,30~40만원 미만,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,35.0,11.5,6.0,11.5,0.5,0.5,0.5,3.0,2.0,5,True,30.5,소규모동반
53337649,20251208,부산시,모름,20250917,6박 7일 이상,2명,친구,축제-행사 참여,M,40대,미혼,미혼,사무/기술직,300만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,4.0,0.5,0.5,2.0,0.5,7.0,2.0,9,True,11.5,소규모동반
53337656,20250728,강원도,영월군,20250510,1박 2일,5명 이상,친구,축제-행사 참여,M,50대,기타,자녀 성인(막내 대학),기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,5,True,0.0,단체동반
53337656,20251027,강원도,영월군/태백시,20250802,1박 2일,모름,친구,자연 풍경 감상 (산/ 바다 등),M,50대,기타,자녀 성인(막내 대학),기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,,8,True,0.0,
53337661,20250526,대전시,모름,20250403,3박 4일,2명,배우자,식도락 (지역 특색/제철 음식),M,30대,기혼,신혼기(자녀 없음),기타/무직,모름,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,2.0,4.0,0.5,0.5,0.5,4.0,2.0,4,False,13.5,소규모동반
53337661,20250811,충청남도,공주시/세종특별자치시,20250510,1박 2일,2명,배우자,휴식,M,30대,기혼,신혼기(자녀 없음),기타/무직,모름,10~20만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,4.0,4.0,0.5,0.5,0.5,2.0,2.0,5,True,18.0,소규모동반
53337662,20250908,강원도,양양군,20250605,4박 5일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),판매/서비스직,300~500만원 미만,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,5~7만원 미만,35.0,11.5,11.5,0.5,0.5,0.5,6.0,5.0,3.0,6,True,30.5,소규모동반
53337667,20250602,경상남도,거제시,20250502,2박 3일,5명 이상,배우자,휴식,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20~30만원 미만,10만원 이상,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,25.0,11.5,6.0,2.0,0.5,4.0,0.5,3.0,5.0,5,True,24.5,단체동반
53337668,20250310,서울시,모름,20250309,1박 2일,2명,친구,휴식,F,30대,미혼,미혼,사무/기술직,300만원 미만,10~20만원 미만,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,11.5,0.5,2.0,0.5,2.0,0.5,2.0,2.0,3,False,17.0,소규모동반
53337670,20250310,강원도,강릉시,20250221,1박 2일,4명,부모/형제/자녀 등 가족,휴식,F,50대,기혼,자녀 성인(막내 대학),전업주부,모름,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,15.0,6.0,6.0,2.0,0.5,4.0,0.5,2.0,4.0,2,False,19.0,단체동반
53337670,20250707,강원도,강릉시,20250405,1박 2일,5명 이상,친구,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,6.0,2.0,2.0,0.5,2.0,0.5,2.0,5.0,4,False,13.0,단체동반
53337670,20251006,강원도,강릉시,20250704,1박 2일,5명 이상,친구,친지/친구/친척 만나기,F,50대,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,35.0,11.5,11.5,6.0,0.5,6.0,0.5,2.0,5.0,7,True,36.0,단체동반
53337680,20251103,부산시,모름,20250918,1박 2일,혼자서,혼자서,축제-행사 참여,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,1.0,9,True,0.0,혼자여행
53337681,20251215,강원도,동해시,20251213,1박 2일,3명,친구,친지/친구/친척 만나기,F,60대 이상,기혼,신혼기(자녀 없음),전업주부,300~500만원 미만,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,0.5,11.5,6.0,0.5,0.5,0.5,2.0,3.0,12,False,19.5,소규모동반
53337686,20250623,대구시,모름,20250605,2박 3일,2명,배우자,식도락 (지역 특색/제철 음식),F,40대,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상,30~40만원 미만,7~10만원 미만,10만원 이상,5~7만원 미만,1만원 미만,3~5만원 미만,1만원 미만,35.0,8.5,11.5,6.0,0.5,4.0,0.5,3.0,2.0,6,True,31.0,소규모동반
53337689,20250303,전라남도,나주시,20250110,1박 2일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,2.0,4.0,2.0,2.0,2.0,0.5,2.0,4.0,1,False,12.5,단체동반
53337694,20250714,충청남도,보령시,20250503,1박 2일,2명,친구,자연 풍경 감상 (산/ 바다 등),F,50대,기타,자녀 성인(막내 대학),자영업,300만원 미만,10~20만원 미만,1~3만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,3~5만원 미만,1만원 미만,15.0,2.0,4.0,4.0,0.5,4.0,0.5,2.0,2.0,5,True,15.0,소규모동반
53337697,20250623,경상북도,울릉군,20250613,2박 3일,5명 이상,친구,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,45.0,11.5,11.5,11.5,11.5,4.0,0.5,3.0,5.0,6,True,50.5,단체동반
53337700,20251027,경상북도,포항시,20251004,1박 2일,5명 이상,부모/형제/자녀 등 가족,도시 경관 감상 (건축물/ 거리 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,10,False,0.0,단체동반
53337708,20250512,전라북도,부안군,20250224,2박 3일,3명,배우자,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,35.0,11.5,11.5,0.5,0.5,0.5,0.5,3.0,3.0,2,False,25.0,소규모동반
53337716,20250825,강원도,강릉시/속초시/양양군/정선군,20250714,2박 3일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,60대 이상,미혼,미혼,사무/기술직,300~500만원 미만,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,45.0,11.5,11.5,6.0,0.5,0.5,0.5,3.0,3.0,7,True,30.5,소규모동반
53337716,20251103,인천시,모름,20250816,1박 2일,3명,친구,자연 풍경 감상 (산/ 바다 등),F,60대 이상,미혼,미혼,기타/무직,모름,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,45.0,11.5,11.5,11.5,0.5,0.5,0.5,2.0,3.0,8,True,36.0,소규모동반
53337721,20250901,경상북도,청도군,20250714,1박 2일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,35.0,11.5,11.5,0.5,6.0,0.5,0.5,2.0,2.0,7,True,30.5,소규모동반
53337721,20251201,강원도,삼척시,20251129,1박 2일,5명 이상,친구,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,700만원 이상,10~20만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,15.0,4.0,4.0,0.5,0.5,4.0,0.5,2.0,5.0,11,False,13.5,단체동반
53337727,20251201,강원도,속초시,20251031,2박 3일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,40대,미혼,미혼,기타/무직,모름,20~30만원 미만,10만원 이상,7~10만원 미만,3~5만원 미만,1만원 미만,3~5만원 미만,1만원 미만,25.0,11.5,8.5,4.0,0.5,4.0,0.5,3.0,3.0,10,False,29.0,소규모동반
53337734,20250825,강원도,원주시,20250719,1박 2일,5명 이상,부모/형제/자녀 등 가족,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,5.0,2.0,4.0,0.5,2.0,0.5,0.5,2.0,5.0,7,True,9.5,단체동반
53337737,20250331,충청북도,충주시(구 청원군 포함),20250127,1박 2일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만,20~30만원 미만,7~10만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,8.5,11.5,2.0,0.5,0.5,0.5,2.0,2.0,1,False,23.5,소규모동반
53337737,20250728,인천시,모름,20250404,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,모름,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,6.0,6.0,2.0,0.5,2.0,0.5,2.0,2.0,4,False,17.0,소규모동반
53337742,20250929,인천시,모름,20250815,1박 2일,혼자서,혼자서,친지/친구/친척 만나기,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만,30~40만원 미만,1만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,35.0,0.5,11.5,6.0,0.5,0.5,0.5,2.0,1.0,8,True,19.5,혼자여행
53337743,20251208,부산시,모름,20251206,2박 3일,5명 이상,친구,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,대학/대학원생,500~700만원 미만,10~20만원 미만,1만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,15.0,0.5,8.5,4.0,2.0,0.5,0.5,3.0,5.0,12,False,16.0,단체동반
53337750,20250317,강원도,평창군,20250224,2박 3일,4명,배우자,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,30~40만원 미만,10만원 이상,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,35.0,11.5,11.5,2.0,0.5,0.5,0.5,3.0,4.0,2,False,26.5,단체동반
53337750,20251020,강원도,속초시,20250919,1박 2일,5명 이상,해당없음,기타,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,9,True,0.0,단체동반
53337762,20260105,서울시,모름,20251130,1박 2일,4명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20~30만원 미만,7~10만원 미만,10만원 이상,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,25.0,8.5,11.5,0.5,0.5,2.0,0.5,2.0,4.0,11,False,23.5,단체동반
53337772,20250616,경기도,성남시,20250503,3박 4일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,500~700만원 미만,30~40만원 미만,1만원 미만,10만원 이상,1만원 미만,10만원 이상,1만원 미만,1만원 미만,35.0,0.5,11.5,0.5,11.5,0.5,0.5,4.0,2.0,5,True,25.0,소규모동반
53337772,20250908,경기도,성남시,20250606,2박 3일,2명,배우자,쇼핑,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,2.0,6,True,0.0,소규모동반
53337772,20251222,경기도,성남시,20251107,2박 3일,4명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,30~40만원 미만,1만원 미만,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,35.0,0.5,11.5,6.0,11.5,0.5,0.5,3.0,4.0,11,False,30.5,단체동반
53337796,20250428,전라북도,부안군,20250216,1박 2일,3명,배우자,휴식,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,3.0,2,False,0.0,소규모동반
