RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_TOT_CT_VALUE_NUM,TOUR_LDGMNT_CT_VALUE_NUM,TOUR_FOOD_CT_VALUE_NUM,TOUR_TRNSPORT_CT_VALUE_NUM,TOUR_SHOPNG_CT_VALUE_NUM,TOUR_ACTVTY_CT_VALUE_NUM,TOUR_ETC_CT_VALUE_NUM,TOUR_PD_VALUE_NUM,TOUR_COM_NMPR_NM_NUM,TRAVEL_MONTH,IS_PEAK_SEASON,TOTAL_EXP_ESTIMATED,TRAVEL_STYLE_GROUP
424037,20250728,강원도,양양군,20250617,3박 4일,4명,친구,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,700만원 이상,30~40만원 미만,7~10만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,35.0,8.5,11.5,6.0,4.0,6.0,0.5,4.0,4.0,6,True,36.5,단체동반
424037,20251124,서울시,모름,20250820,1박 2일,2명,연인,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,기타/무직,500~700만원 미만,10만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,5.0,2.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,8,True,9.5,소규모동반
424043,20250929,강원도,춘천시,20250606,2박 3일,혼자서,혼자서,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,1.0,6,True,0.0,혼자여행
424076,20250317,대전시,모름,20250205,5박 6일,2명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,사무/기술직,700만원 이상,모름,모름,모름,모름,모름,모름,모름,,,,,,,,6.0,2.0,2,False,0.0,소규모동반
424076,20251229,경기도,가평군/연천군/의정부시/화성시,20251203,6박 7일 이상,2명,친구,문화-예술 즐기기 (미술관/ 공연 등),M,20대,미혼,미혼,기능/숙련/일반작업직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,2.0,12,False,0.0,소규모동반
424197,20251117,경기도,수원시,20251019,1박 2일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,700만원 이상,20~30만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,25.0,6.0,8.5,2.0,6.0,0.5,0.5,2.0,2.0,10,False,23.5,소규모동반
424258,20250519,경기도,화성시,20250414,1박 2일,2명,연인,휴식,M,20대,미혼,미혼,판매/서비스직,모름,10~20만원 미만,7~10만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,8.5,2.0,0.5,0.5,0.5,2.0,2.0,4,False,20.5,소규모동반
424258,20250825,경기도,화성시,20250721,2박 3일,2명,연인,휴식,M,20대,미혼,미혼,판매/서비스직,300~500만원 미만,20~30만원 미만,10만원 이상,7~10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,25.0,11.5,8.5,4.0,2.0,2.0,0.5,3.0,2.0,7,True,28.5,소규모동반
424258,20251229,충청남도,보령시,20251205,1박 2일,2명,연인,휴식,M,20대,미혼,미혼,판매/서비스직,300~500만원 미만,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,6.0,8.5,2.0,2.0,2.0,0.5,2.0,2.0,12,False,21.0,소규모동반
424269,20250317,광주시,모름,20250212,6박 7일 이상,4명,친구,역사-유적 감상 (유적지/ 박물관 등),M,20대,기타,자녀 성인(막내 대학),경영/관리/전문직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,4.0,2,False,0.0,단체동반
424269,20250922,인천시,모름,20250814,1박 2일,2명,연인,놀이/테마공원-온천 등 즐기기,M,20대,기타,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,8,True,0.0,소규모동반
424404,20250331,울산시,모름,20250301,1박 2일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,500~700만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,4.0,4.0,4.0,0.5,0.5,0.5,2.0,1.0,3,False,13.5,혼자여행
424404,20250505,부산시,모름,20250426,1박 2일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,500~700만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,4.0,4.0,4.0,0.5,0.5,0.5,2.0,1.0,4,False,13.5,혼자여행
424412,20251124,인천시,모름,20251014,1박 2일,2명,친구,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,대학/대학원생,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,10,False,0.0,소규모동반
424422,20250505,대전시,모름,20250418,2박 3일,3명,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,모름,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,5.0,2.0,2.0,2.0,0.5,2.0,0.5,3.0,3.0,4,False,9.0,소규모동반
424422,20250623,강원도,속초시,20250503,2박 3일,3명,친구,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,대학/대학원생,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,3.0,5,True,0.0,소규모동반
424422,20250721,대전시,모름,20250606,1박 2일,3명,부모/형제/자녀 등 가족,문화-예술 즐기기 (미술관/ 공연 등),M,20대,미혼,미혼,대학/대학원생,모름,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,6.0,2.0,2.0,2.0,0.5,2.0,3.0,6,True,16.5,소규모동반
424422,20250908,대전시,모름,20250815,1박 2일,3명,친구,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,대학/대학원생,500~700만원 미만,10~20만원 미만,1~3만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,2.0,8.5,4.0,0.5,2.0,0.5,2.0,3.0,8,True,17.5,소규모동반
424422,20251103,대전시,모름,20251003,1박 2일,2명,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,모름,20~30만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,25.0,6.0,2.0,4.0,8.5,2.0,0.5,2.0,2.0,10,False,23.0,소규모동반
424547,20250421,경상남도,창녕군,20250310,2박 3일,2명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,2.0,3,False,0.0,소규모동반
424547,20250616,경상북도,구미시,20250512,4박 5일,4명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,5.0,4.0,5,True,0.0,단체동반
424547,20251103,부산시,모름,20251020,2박 3일,3명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,사무/기술직,700만원 이상,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,3.0,10,False,0.0,소규모동반
424558,20250324,경상북도,영덕군/울진군,20250212,2박 3일,2명,연인,휴식,F,20대,미혼,미혼,사무/기술직,모름,30~40만원 미만,3~5만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,35.0,4.0,11.5,6.0,4.0,2.0,0.5,3.0,2.0,2,False,28.0,소규모동반
424558,20250922,대전시,모름,20250729,1박 2일,2명,연인,기타,F,20대,미혼,미혼,사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,7,True,0.0,소규모동반
424573,20251124,충청북도,충주시(구 청원군 포함),20250919,2박 3일,혼자서,혼자서,취미-운동 활동 (등산/ 낚시/ 골프 등),M,20대,미혼,미혼,사무/기술직,모름,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,6.0,6.0,0.5,0.5,0.5,3.0,1.0,9,True,14.0,혼자여행
424679,20250127,제주도,애월읍,20250106,3박 4일,2명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,대학/대학원생,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,45.0,11.5,11.5,11.5,0.5,0.5,0.5,4.0,2.0,1,False,36.0,소규모동반
424679,20250310,제주도,애월읍,20250203,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,45.0,11.5,11.5,11.5,0.5,0.5,0.5,3.0,2.0,2,False,36.0,소규모동반
424679,20250623,제주도,애월읍,20250519,2박 3일,3명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,45.0,11.5,11.5,11.5,11.5,0.5,0.5,3.0,3.0,5,True,47.0,소규모동반
424679,20250721,강원도,속초시,20250602,4박 5일,4명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,대학/대학원생,700만원 이상,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,35.0,11.5,11.5,6.0,0.5,0.5,0.5,5.0,4.0,6,True,30.5,단체동반
424679,20251013,강원도,철원군,20250907,1박 2일,5명 이상,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,대학/대학원생,700만원 이상,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,11.5,6.0,6.0,0.5,0.5,0.5,2.0,5.0,9,True,25.0,단체동반
424680,20251229,강원도,동해시,20251011,1박 2일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,3.0,10,False,0.0,소규모동반
424696,20250825,전라남도,담양군,20250802,2박 3일,5명 이상,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,기능/숙련/일반작업직,500~700만원 미만,20~30만원 미만,10만원 이상,7~10만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,25.0,11.5,8.5,0.5,2.0,0.5,0.5,3.0,5.0,8,True,23.5,단체동반
424724,20251027,경기도,수원시,20250901,5박 6일,2명,친구,역사-유적 감상 (유적지/ 박물관 등),F,20대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,6.0,2.0,9,True,0.0,소규모동반
424749,20250317,대구시,모름,20250302,1박 2일,2명,연인,휴식,M,20대,미혼,미혼,기능/숙련/일반작업직,모름,10~20만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,8.5,2.0,0.5,2.0,0.5,2.0,2.0,3,False,17.5,소규모동반
425066,20250331,서울시,모름,20250328,2박 3일,4명,부모/형제/자녀 등 가족,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,4.0,3,False,0.0,단체동반
425066,20250512,서울시,모름,20250404,2박 3일,혼자서,혼자서,친지/친구/친척 만나기,M,20대,미혼,미혼,기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,1.0,4,False,0.0,혼자여행
425066,20250721,강원도,강릉시/원주시,20250424,2박 3일,혼자서,혼자서,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,1.0,4,False,0.0,혼자여행
425066,20251117,부산시,모름,20251002,1박 2일,혼자서,혼자서,휴식,M,20대,미혼,미혼,대학/대학원생,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,1.0,10,False,0.0,혼자여행
425111,20251110,경상남도,통영시,20251010,1박 2일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,6.0,2.0,4.0,2.0,2.0,0.5,2.0,2.0,10,False,16.5,소규모동반
425125,20251229,대전시,모름,20251222,3박 4일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,기타/무직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,4.0,2.0,12,False,0.0,소규모동반
425224,20251229,부산시,모름,20251219,2박 3일,2명,친구,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,대학/대학원생,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,2.0,12,False,0.0,소규모동반
425233,20250908,전라남도,여수시,20250801,1박 2일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,사무/기술직,300만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,8,True,0.0,단체동반
425278,20251013,경상북도,봉화군,20250911,1박 2일,2명,배우자,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300~500만원 미만,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,11.5,6.0,6.0,0.5,0.5,0.5,2.0,2.0,9,True,25.0,소규모동반
425367,20250707,경상남도,거제시,20250618,6박 7일 이상,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,5.0,6,True,0.0,단체동반
425367,20251020,서울시,모름,20250925,2박 3일,혼자서,해당없음,친지/친구/친척 만나기,M,20대,미혼,미혼,기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,1.0,9,True,0.0,혼자여행
425383,20251117,부산시,모름,20250801,1박 2일,4명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,사무/기술직,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,4.0,8,True,0.0,단체동반
425439,20250317,경상북도,구미시,20250205,5박 6일,4명,부모/형제/자녀 등 가족,문화-예술 즐기기 (미술관/ 공연 등),M,20대,미혼,미혼,기능/숙련/일반작업직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,6.0,4.0,2,False,0.0,단체동반
425439,20250512,제주도,한림읍,20250401,3박 4일,2명,연인,축제-행사 참여,M,20대,미혼,미혼,사무/기술직,300만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,4.0,2.0,4,False,0.0,소규모동반
425585,20250714,서울시,모름,20250625,2박 3일,혼자서,혼자서,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,1.0,6,True,0.0,혼자여행
425585,20251027,제주도,안덕면,20250901,6박 7일 이상,2명,친구,축제-행사 참여,M,20대,기타,신혼기(자녀 없음),기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,2.0,9,True,0.0,소규모동반
425585,20251208,경상북도,경주시,20250918,모름,2명,배우자,쇼핑,M,20대,기혼,자녀 성인(막내 대학),기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,,2.0,9,True,0.0,소규모동반
425608,20250120,부산시,모름,20250111,1박 2일,혼자서,혼자서,축제-행사 참여,M,20대,미혼,미혼,대학/대학원생,700만원 이상,20~30만원 미만,7~10만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,25.0,8.5,4.0,8.5,2.0,6.0,0.5,2.0,1.0,1,False,29.5,혼자여행
425624,20250526,서울시,모름,20250519,2박 3일,2명,친구,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,사무/기술직,모름,30~40만원 미만,1만원 미만,10만원 이상,1~3만원 미만,1만원 미만,5~7만원 미만,3~5만원 미만,35.0,0.5,11.5,2.0,0.5,6.0,4.0,3.0,2.0,5,True,24.5,소규모동반
425648,20251020,전라남도,여수시,20251007,1박 2일,2명,친구,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,대학/대학원생,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,10,False,0.0,소규모동반
425732,20250922,강원도,영월군,20250919,2박 3일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,700만원 이상,10~20만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,4.0,4.0,0.5,0.5,0.5,3.0,3.0,9,True,18.0,소규모동반
425732,20251208,인천시,모름,20251122,1박 2일,3명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,700만원 이상,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,3.0,11,False,0.0,소규모동반
425777,20250707,경기도,여주시,20250604,2박 3일,혼자서,혼자서,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,1.0,6,True,0.0,혼자여행
425846,20250428,경기도,수원시,20250109,1박 2일,2명,친구,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,대학/대학원생,500~700만원 미만,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,0.5,6.0,2.0,2.0,2.0,0.5,2.0,2.0,1,False,13.0,소규모동반
425939,20250428,인천시,모름,20250313,1박 2일,혼자서,혼자서,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,300~500만원 미만,10~20만원 미만,1만원 미만,1만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,0.5,8.5,0.5,0.5,0.5,2.0,1.0,3,False,11.0,혼자여행
425996,20250728,강원도,평창군,20250402,5박 6일,4명,친구,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,대학/대학원생,모름,10~20만원 미만,3~5만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,6.0,4.0,0.5,2.0,0.5,6.0,4.0,4,False,17.0,단체동반
426030,20251027,광주시,모름,20250901,3박 4일,혼자서,혼자서,쇼핑,F,20대,미혼,미혼,기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,4.0,1.0,9,True,0.0,혼자여행
426032,20250707,강원도,속초시,20250628,1박 2일,2명,연인,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,사무/기술직,300만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,4.0,2.0,2.0,2.0,0.5,2.0,2.0,6,True,14.5,소규모동반
426032,20250908,대전시,모름,20250815,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,300만원 미만,30~40만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,35.0,6.0,11.5,6.0,2.0,2.0,2.0,3.0,2.0,8,True,29.5,소규모동반
426032,20251027,강원도,강릉시/고성군/속초시/양양군,20251018,1박 2일,2명,연인,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,사무/기술직,300만원 미만,20~30만원 미만,5~7만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,25.0,6.0,8.5,4.0,2.0,2.0,2.0,2.0,2.0,10,False,24.5,소규모동반
426344,20251229,대전시,모름,20251213,1박 2일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,기타/무직,700만원 이상,10~20만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,6.0,6.0,0.5,0.5,0.5,2.0,1.0,12,False,19.5,혼자여행
426357,20250630,경상북도,안동시,20250608,6박 7일 이상,2명,연인,휴식,M,20대,미혼,미혼,대학/대학원생,모름,30~40만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,35.0,11.5,6.0,4.0,6.0,2.0,0.5,7.0,2.0,6,True,30.0,소규모동반
426416,20251215,대구시,모름,20251113,2박 3일,4명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,대학/대학원생,500~700만원 미만,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,0.5,4.0,4.0,2.0,2.0,0.5,3.0,4.0,11,False,13.0,단체동반
